speech_id,previous_speech_id,subsequent_speech_id,hearing_id,conversation,text
2925419,2925418,2925420,19240,1,"    Yes, thank you. I would agree and I think _x000D_
this is a good start and yes, it is an easy answer to say yes. _x000D_
But we do know now we need to move forward and correct the _x000D_
deficiencies that are out there. There are so many improper _x000D_
payments that are going out, not to mention some of the issues _x000D_
that have been brought up with those not receiving payments, _x000D_
but we also have fraudulent voter registrations, we have _x000D_
illegal use of numbers for employment or for government _x000D_
assistance, so many other issues that come with this._x000D_
    I do believe that you have delivered around 70 _x000D_
recommendations to the Social Security Administration over the _x000D_
past number of years. Can you please tell us, how many of those _x000D_
have been implemented over the years?"
2925420,2925419,2925421,19240,1,"    Yes. Of the 70 that we have recommended--_x000D_
well, first, there are two steps to that. The first step is an _x000D_
agreement, and we are getting about 93-percent agreement from _x000D_
SSA. But out of that 70, probably about 50 have been enacted._x000D_
    In fairness, some of them, as Sean just mentioned, were in _x000D_
the last 6 months. We have issued maybe four or five audits _x000D_
with a lot of different recommendations that they have not _x000D_
really had time enough to implement. But as an example we watch _x000D_
that very closely. We go back every few years and take a look _x000D_
to see if they agreed with something, whether or not it was _x000D_
implemented, and if it was not, we bring it to their attention."
2925421,2925420,2925422,19240,1,"    And then with these recommendations and any _x000D_
others that are coming out, can any of you please to the panel, _x000D_
really give an overall cost estimate, man hours, additional _x000D_
time, any of those parameters that might be necessary to make _x000D_
sure that corrections were implemented?"
2925422,2925421,2925423,19240,1,"    And that is a good thing. However, you _x000D_
cannot dispute that there are still 6.5 million numbers that _x000D_
exist out there, and even though they may not be drawing _x000D_
benefits on those numbers, it is still an issue whether it is _x000D_
voter registration or some other fraudulent use of a number. So _x000D_
that is a concern."
2925423,2925422,2925424,19240,1,"    Very good. Mr. Brune, if you were a lawmaker _x000D_
for a day, what would your recommendation be? Just bottom line, _x000D_
very easy. What would your recommendation be to this Congress?"
2925424,2925423,2925425,19240,1,"    OK. I do appreciate that. Thank you so much _x000D_
for your testimony today. Thank you, Mr. Chairman._x000D_
Would you say that again? [Laughter.]"
2925425,2925424,2925426,19240,1,"    Thank you, Mr. Chairman."
2925426,2925425,2925427,19240,1,"    I told the staff, please do not tell him I _x000D_
did this. I caught myself. I want to go back, if I could, the _x000D_
question I am going to ask, similar to what Senator Ernst just _x000D_
asked, and that I started asking earlier Mr. Bertoni. If there _x000D_
is one thing, only one thing we were to do, what would it be? _x000D_
You are the only one I got to pick on. Senator Ernst just said _x000D_
it, came back and sort of followed up on that, which is good, _x000D_
but I am going to ask it before we finish this one thing._x000D_
    I want to come back to the portion of your testimony, Mr. _x000D_
Mader, where you went through a series of items, series of _x000D_
ideas, I think, are contained in the President's 2016 budget. _x000D_
And a number of them involved program integrity. Some of them _x000D_
involved funding, providing resources for the IRS. Would you _x000D_
just step through those for us again? And I am going to ask our _x000D_
other panelists to respond briefly to those, which ones they _x000D_
think make sense."
2925427,2925426,2925428,19240,1,"    I think, Senator, we touched on EITC. There are _x000D_
a series of program integrity initiatives across HHS and, in _x000D_
fact, in the current budget in 2015, actually, we were _x000D_
fortunate to receive funding for one of those. There are _x000D_
program integrity initiatives across DOL and I think they have _x000D_
demonstrated, in a pilot program with the States--because _x000D_
recognizing that unemployment insurance is a block grant to the _x000D_
State--but they have demonstrated using New York State as the _x000D_
key to doing some very creative analytics, and again in 2016, _x000D_
we have asked for continued funding of those initiatives._x000D_
    So I think across in my testimony, there are about half a _x000D_
dozen that we mentioned, and that actually was probably the top _x000D_
six. We could provide a few more for the record. But those are, _x000D_
I think, going back to the Senator's comment, I think that if _x000D_
there was one thing I could ask for, maybe two, is get to _x000D_
Treasury the full death master file because that is the place _x000D_
that we are running all of the civilian payments past, and _x000D_
having the most accurate set of data would be a real benefit. _x000D_
So that is the one ask._x000D_
    The other ask is--and I strongly believe that in order to _x000D_
save money, we need to make an investment, and a 16 investment _x000D_
in those half a dozen or so program integrities, I believe, and _x000D_
I think the Administration strongly believes, that we will see _x000D_
benefits in driving not only the rate, but the total amount of _x000D_
improper payments down if we are allowed to make those kinds of _x000D_
enhancements."
2925428,2925427,2925429,19240,1,"    OK. Thank you. Mr. Brune, Mr. O'Carroll, _x000D_
any comments on what we just heard from David, especially with _x000D_
that first request?"
2925429,2925428,2925430,19240,1,"    In terms of the timing, I seem to recall 5 _x000D_
months. I might be confusing the testimony I have heard. There _x000D_
is a delay, we need 5 months until late October. Can someone _x000D_
help me with this? Am I imagining this?"
2925430,2925429,2925431,19240,1,"    The delay on the release you are talking _x000D_
about, Senator?"
2925431,2925430,2925432,19240,1,    I think so.
2925432,2925431,2925433,19240,1,"    Yes. One of the bills that came out of _x000D_
Committee is that it will be 3 years before death data goes _x000D_
public. And we applaud it because it was based on one of our _x000D_
audit findings, that if you give extra time to a person who has _x000D_
been reported dead, they can come into SSA and get it fixed _x000D_
before it goes out into the public. And I have to say, that is _x000D_
probably the best thing that has happened with death reporting."
2925433,2925432,2925434,19240,1,"    OK. Anybody else want to give us a killer _x000D_
idea, maybe something that has already been mentioned once or _x000D_
twice, maybe not?"
2925434,2925433,2925435,19240,1,    What percent?
2925435,2925434,2925436,19240,1,"    Ms. Davis, I have not picked on you very _x000D_
much. How about sharing something with us?"
2925436,2925435,2925437,19240,1,"    Well, if I could look at a bit higher level, at _x000D_
the overall improper payments estimate this past year, which _x000D_
was almost $125 billion, there were actually three drivers of _x000D_
the increase of $19 billion and those three drivers were _x000D_
Medicare, Fee-for-Service, Medicaid, and the Earned Income Tax _x000D_
Credit program._x000D_
    When you look at those increases individually, Medicare, _x000D_
Fee-for-Service was almost $10 billion, Medicaid a little over _x000D_
$3 billion, and then the Earned Income Tax Credit program was a _x000D_
little over $3 billion as well. You look at those and you have _x000D_
65 percent of your entire estimate of improper payments._x000D_
    What is of concern is that these programs, in particular _x000D_
the health care programs, are growing. For example, HHS has _x000D_
estimated or predicted that over the next 3 years, that the _x000D_
Medicare and the Medicaid programs are going to expand program _x000D_
outlays by about 8 percent annually over the next 3 years._x000D_
    So if you take that and you compare it or analyze it _x000D_
against the rate increases, there are some concerns, definite _x000D_
concerns. Again, to be a little bit more specific, the rate for _x000D_
the Fee-for-Service program was 10.1 percent last year. It is _x000D_
now 12.7 percent. The Medicaid also went up almost a whole _x000D_
percentage point._x000D_
    The Earned Income Tax Credit, over the past 5 years, has _x000D_
been running about 25 percent. Last year it was a little over _x000D_
24 and now it is over 27. So if you look at these programs and _x000D_
the facts that the rates, error rates in these programs are _x000D_
increasing, and the compound that with a possibility that _x000D_
program outlays are going to increase, it is going to be _x000D_
difficult to get a handle on these overall governmentwide _x000D_
improper payments."
2925437,2925436,2925438,19240,1,"    Great. Thanks so much, Mr. Chairman._x000D_
fort here. Not only is our Ranking Member highly interested in _x000D_
this issue, but he is also a pretty good sprinter. I saw him in _x000D_
the hallway. I have only got a couple questions left. I really _x000D_
want to kind of explore the EDRs and the differences between _x000D_
the States and the data that comes from those._x000D_
    I do not know who is the best person to talk to about that. _x000D_
Is that you, Mr. O'Carroll?"
2925438,2925437,2925439,19240,1,    I will let Sean do the first one.
2925439,2925438,2925440,19240,1,"    Do you have a stats in terms of the _x000D_
accuracy of the information coming from States with EDR versus _x000D_
those that do not have EDR?"
2925440,2925439,2925441,19240,1,"    Again, those are in the exact form that _x000D_
you want it in, correct?"
2925441,2925440,2925442,19240,1,    It totally matches your database?
2925442,2925441,2925443,19240,1,"    So again, from the States that do not _x000D_
have EDR, are you also getting those from their offices of _x000D_
vital statistics or is that where you are getting things from _x000D_
financial institutions, Postal, I mean, all the others?"
2925443,2925442,2925444,19240,1,"    So you do not have the localities within _x000D_
a State submitting the information to some kind of central data _x000D_
center and then have those electronic records forwarded to _x000D_
Social Security? You are getting these from multiple sources _x000D_
within a State?"
2925444,2925443,2925445,19240,1,"    But again, so the 37 States you get that _x000D_
from, they come from a centralized vital statistics office _x000D_
within the State? They may be getting the information from _x000D_
multiple sources, but they accumulate it and there is just one _x000D_
contact for Social Security within those 37 States?"
2925445,2925444,2925446,19240,1,"    So what has been the hang-up in the 13 _x000D_
other States? I mean, just resistance? Is it funding? I mean, _x000D_
the other 37 States, do they fund their electronic death _x000D_
records or registries themselves?"
2925446,2925445,2925447,19240,1,"    OK. I am all for States' rights, but this _x000D_
might be something that we maybe need to work on. Ms. Davis, I _x000D_
did want to talk about exactly how we calculate total number of _x000D_
improper payments and also verify. My staff is telling me it is _x000D_
about 90 percent of those improper payments really are over-_x000D_
payments, correct? Or is it about that? What is your _x000D_
information in terms of over-payments versus under-payments, _x000D_
because we talk about improper. What is the mix?"
2925447,2925446,2925448,19240,1,"    We have not done recent work to determine the _x000D_
actual mix. I will say, though, that the majority are over-_x000D_
payments, and there are a number of items, of course, that are _x000D_
classified as improper payments because there is insufficient _x000D_
documentation."
2925448,2925447,2925449,19240,1,"    The calculation of the 1-point or $124.7 _x000D_
billion, that is all through statistical sampling, correct?"
2925449,2925448,2925450,19240,1,"    Correct, statistical. I mean, let me qualify _x000D_
that statement. It is statistically valid sampling _x000D_
methodologies, but OMB, the OMB Director can approve an _x000D_
alternate methodology."
2925450,2925449,2925451,19240,1,"    OK. Well, those are my final questions. I _x000D_
guess I would like to just go over the panel if there is a _x000D_
particular point you want to make, one point relatively brief, _x000D_
to close out the hearing. I will start with you, Mr. Bertoni."
2925451,2925450,2925452,19240,1,    Thank you. Mr. Brune.
2925452,2925451,2925453,19240,1,    OK. Appreciate that. Mr. O'Carroll.
2925453,2925452,2925454,19240,1,"    Chairman, once again, my biggest one is that _x000D_
we asked for an exemption to the Computer Matching and Privacy _x000D_
Protection Act for IGs. But by the same token, it should go to _x000D_
the IGs and the parent agency. So as an example, when we do an _x000D_
audit and we can find that there is an issue of one agency _x000D_
making payments when another agency is not making payments, we _x000D_
can then have the parent agencies make those matches."
2925454,2925453,2925455,19240,1,    OK. Thank you. Mr. Mader.
2925455,2925454,2925456,19240,1,"    I think supporting the various program integrity _x000D_
initiatives in the President's budget."
2925456,2925455,2925457,19240,1,"    Thank you. Ms. Davis. By the way, I _x000D_
really appreciate these brief statements. Ms. Davis."
2925457,2925456,2925458,19240,1,"    The improper payments legislation requires _x000D_
Inspector Generals to perform annual reviews of compliance with _x000D_
the criterion on IPERA and there are a number of issues that _x000D_
they have identified over the last several years. Implementing _x000D_
the recommendations that are made by these Inspectors General _x000D_
would go far in helping to reduce improper payments."
2925458,2925457,2925459,19240,1,"    OK. Well, again, I just want to thank all _x000D_
the witnesses for your thoughtful testimony, your thoughtful _x000D_
answers to our questions. Ms. Rivers, thank you for sharing _x000D_
your story, and again, this Committee is dedicated to making _x000D_
sure this is not just a hearing, but something comes out of _x000D_
this. So we want to work very closely with all the agencies so _x000D_
we can, again, prevent the type of situation that Ms. Rivers _x000D_
has had to deal with._x000D_
    The hearing record will remain open for 15 days, until _x000D_
March 31t, at 5 p.m. for the submission of statements and _x000D_
questions for the record. This hearing is adjourned."
2925459,2925458,2925460,19241,1,"    Good morning. This hearing will come to _x000D_
order. Senator Carper is on his way, and his staff informed me _x000D_
that we could get underway here._x000D_
    I would like to, without objection, enter my opening _x000D_
comments into the record.\1\ Hearing no objection, so ordered._x000D_
---------------------------------------------------------------------------_x000D_
    \1\ The prepared statement of Senator Johnson appears in the _x000D_
Appendix on page 981._x000D_
---------------------------------------------------------------------------_x000D_
    As I was talking to the witnesses before the hearing here, _x000D_
this is our fifth in a series of four hearings on border _x000D_
security, and what we are trying to do is we are trying to lay _x000D_
out the reality. And I think Senator Booker would agree with me _x000D_
it is not a pleasant reality. It is an enormously difficult _x000D_
problem. And, of course, in terms of illegal immigration, in _x000D_
terms of drug trafficking, the biggest problem is, no doubt _x000D_
about it, on the Southern Border._x000D_
    As my Ranking Member says repeatedly--and I completely _x000D_
agree with this, coming from a manufacturing background--we _x000D_
really need to analyze the root cause of the problem._x000D_
    We had an extremely good meeting with General Kelly, head _x000D_
of Southern Command, yesterday just discussing the problems in _x000D_
Central America and the problems with border security and the _x000D_
drug trafficking. And looking for that root cause we were _x000D_
discussing that it is really America's demand for drugs, how _x000D_
that demand has created these drug cartels that really has _x000D_
corroded and been so harmful to the societies in Central _x000D_
America. We bear some responsibility for that._x000D_
    So these are not going to be easy problems to solve, but we _x000D_
have to make incremental improvements. I come from a _x000D_
manufacturing background. Nothing is ever perfect. You always _x000D_
have to continuously improve._x000D_
    So, again, the purpose of this hearing and every hearing is _x000D_
to get the people watching, the people on the dais here, _x000D_
admitting we have the problem by trying to lay out that reality _x000D_
properly._x000D_
    I see that my Ranking Member, our Ranking Member has joined _x000D_
us here, so I would like to turn it over to you if you have _x000D_
some opening comments."
2925460,2925459,2925461,19241,1,"    Thank you, Senator Carper._x000D_
    This Committee really is pretty well populated with _x000D_
Senators from those Northern Border States. We have got Senator _x000D_
Peters from Michigan. I am from Wisconsin. We have Senator _x000D_
Tester from Montana, Senator Heitkamp from North Dakota, _x000D_
Senator Ayotte from New Hampshire. So this really is a pretty _x000D_
relevant hearing, and----"
2925461,2925460,2925462,19241,1,"    No. You are welcome as well. It is all _x000D_
part and parcel of the same problem. [Laughter.]_x000D_
    We are actually glad to see you, Mr. Chairman._x000D_
    But, again, I do want to welcome the witnesses. Thank you _x000D_
for your very thoughtful testimony, and we are really looking _x000D_
forward to your testimony._x000D_
    It is the tradition of this Committee to swear in _x000D_
witnesses, so if you would all rise and raise your right hand. _x000D_
Do you swear that the testimony you will give before this _x000D_
Committee will be the truth, the whole truth, and nothing but _x000D_
the truth, so help you, God?"
2925462,2925461,2925463,19241,1,    I do.
2925463,2925462,2925464,19241,1,    I do.
2925464,2925463,2925465,19241,1,    I do.
2925465,2925464,2925466,19241,1,    I do.
2925466,2925465,2925467,19241,1,    I do.
2925467,2925466,2925468,19241,1,"    Thank you._x000D_
    By the way, we do have votes starting at 10:45, so I would _x000D_
ask the witnesses to keep your opening statements to the 6-_x000D_
minute timeframe so we have time for questions, because we have _x000D_
got good attendance here by our Committee._x000D_
    Our first witness is Michael J. Fisher. He is the Chief of _x000D_
the U.S. Border Patrol. Chief Fisher joined the U.S. Border _x000D_
Patrol in June 1987 and has served in numerous sectors and _x000D_
positions since then, including Field Operations Supervisor in _x000D_
El Paso, Deputy Chief Patrol Agent of the Detroit Sector, _x000D_
Assistant Chief Patrol Agent in the Tucson Sector, and Chief _x000D_
Patrol Agent of the San Diego Sector. Mr. Fisher._x000D_
_x000D_
TESTIMONY OF MICHAEL FISHER,\1\ CHIEF, U."
2925468,2925467,2925469,19241,1,"    Thank you, Mr. Chairman, Ranking Member Carper, _x000D_
and Members of the Committee. It is indeed a privilege to _x000D_
appear today on behalf of the United States Border Patrol to _x000D_
discuss our strategy to secure the Northern Border between the _x000D_
ports of entry._x000D_
---------------------------------------------------------------------------_x000D_
    \1\ The joint prepared statement of Mr. Fisher and Mr. Wagner _x000D_
appears in the Appendix on page 984._x000D_
---------------------------------------------------------------------------_x000D_
    Our approach along the Northern Border supports U.S. _x000D_
Customs and Border Protection's overarching strategic themes of _x000D_
collaboration, integration, and innovation. Collaboration at _x000D_
all levels, including information sharing and operational _x000D_
coordination, among U.S. and Canadian law enforcement is _x000D_
critical to the shared security of the border._x000D_
    Advanced information and intelligence is and will always be _x000D_
the key to minimizing risk along our borders. For instance, the _x000D_
Operational Integration Center (OIC), located at Selfridge Air _x000D_
National Guard Base in Michigan, is a information-sharing _x000D_
demonstration project to enhance the situational awareness of _x000D_
CBP and our mission partners, including U.S. Coast Guard _x000D_
(USCG), Immigration and Customs Enforcement (ICE), State and _x000D_
local law enforcement, as well as the Royal Canadian Mounted _x000D_
Police (RCMP) and the Canadian Border Services Agency._x000D_
    The OIC consolidates a wide range of information, including _x000D_
radar and camera feeds, blue force tracking, database queries _x000D_
from databases not previously available to CBP, remote sensor _x000D_
inputs, remote video surveillance and mobile surveillance _x000D_
system (MSS) feeds, and video from various ports of entry. _x000D_
Additional information feeds such as local traffic cameras will _x000D_
be added in the near future._x000D_
    In terms of innovation, our joint efforts to improve _x000D_
existing surveillance technologies that can overcome Northern _x000D_
Border terrain and environmental challenges, the Department of _x000D_
Homeland Security (DHS) Science and Technology Directorate is _x000D_
collaborating with Canada along with us in a Sensor Sharing _x000D_
Pilot to demonstrate the capability and operational utility of _x000D_
a common surveillance picture between CBP and the RCMP, using a _x000D_
combination of U.S. and Canadian sensor information. Our _x000D_
situational awareness on the Northern Border is enhanced by _x000D_
technological capabilities, including thermal camera systems, _x000D_
mobile surveillance systems, and remote video surveillance _x000D_
systems._x000D_
    CBP's Office of Air and Marine (OAM) has 41 fixed-wing and _x000D_
rotary aircraft equipped with sensors stationed along the _x000D_
Northern Border, including two unmanned aerial systems (UASs), _x000D_
and they operate out of the Grand Forks Air Force Base in North _x000D_
Dakota. UAS flights improve our situational awareness and _x000D_
border security in areas that are difficult to reach._x000D_
    In addition, we are expanding the coherent change detection _x000D_
technology along the Northern Border this year. As this _x000D_
Committee is aware, this is the same methodology that allows us _x000D_
to cover approximately 900 miles along the Southwest Border _x000D_
without having to deploy technology or Border Patrol agents._x000D_
    Finally, our integration efforts continue as well. For _x000D_
instance, each month CBP produces the State of the Northern _x000D_
Border Briefing, which provides a cross-component, multi-agency _x000D_
intelligence report for identifying, monitoring, and addressing _x000D_
emerging trends and threats along the Northern Border. The _x000D_
report is produced in direct collaboration with our Canadian _x000D_
partners as well as other Federal, State, and local partners. _x000D_
The State of the Northern Border has provided a broader avenue _x000D_
for information sharing and great intelligence insight to _x000D_
activity with a nexus along our Northern Border._x000D_
    The Border Patrol is also an active participant in several _x000D_
targeted joint operations which are called the ``Integrated _x000D_
Border Enforcement Teams,'' (IBET). They are comprised of U.S. _x000D_
and Canadian law enforcement personnel, encompassing 15 regions _x000D_
along the Northern Border. IBETs operate as intelligence-driven _x000D_
information teams designed to increase information-and _x000D_
intelligence-sharing capabilities among the appropriate U.S. _x000D_
and Canadian authorities. By incorporating integrated mobile _x000D_
response capabilities in the air, land, and the marine _x000D_
environments, the IBETs provide participating law enforcement _x000D_
agencies with a force multiplier that maximizes border _x000D_
enforcement efforts._x000D_
    Chairman Johnson, Ranking Member Carper, again, thank you _x000D_
for the opportunity to appear today, and I look forward to your _x000D_
questions."
2925469,2925468,2925470,19241,1,"    Thank you, Chief Fisher._x000D_
    I do want to note that the Deputy Assistant Commissioner of _x000D_
the Office of Field Operations (OFO), John Wagner, that was _x000D_
also your written statement, but let me just introduce you as _x000D_
well. You have been assigned to the CBP headquarters since _x000D_
1999. Mr. Wagner began his Federal law enforcement career in _x000D_
1991 when he joined U.S. Customs Service as a Customs _x000D_
Inspector. Mr. Wagner also has worked at the New York-New _x000D_
Jersey Seaport and the Port of Laredo, Texas. So, again, we _x000D_
appreciate you joining us here and look forward to your answers _x000D_
to questions._x000D_
    Our next witness will be James Spero. He is a Special Agent _x000D_
in Charge for the Buffalo, New York, area. Mr. Spero also _x000D_
served as the Deputy Assistant Director of the ICE _x000D_
Transnational Crime and Public Safety Division, Unit Chief for _x000D_
the Identify and Benefit Fraud Unit at ICE headquarters, and _x000D_
Acting Assistant Special Agent in Charge for Homeland Security _x000D_
Investigations (HSI) Washington field office. Mr. Spero._x000D_
_x000D_
   TESTIMONY OF JAMES C. SPERO,\1\ SPECIAL AGENT IN CHARGE, _x000D_
HOMELAND SECURITY INVESTIGATIONS BUFFALO, U."
2925470,2925469,2925471,19241,1,"    Chairman Johnson, Ranking Member Carper, and _x000D_
distinguished Members, thank you for the opportunity to appear _x000D_
before you to discuss ICE's efforts to improve security along _x000D_
the Northern Border._x000D_
---------------------------------------------------------------------------_x000D_
    \1\ The prepared statement of Mr. Spero appears in the Appendix on _x000D_
page 992._x000D_
---------------------------------------------------------------------------_x000D_
    As DHS' principal investigative agency, Homeland Security _x000D_
Investigations is positioned to leverage its broad statutory _x000D_
authority to support border enforcement. HSI works in close _x000D_
coordination with DHS components and U.S. interagency partners, _x000D_
as well as our counterparts in Canadian law enforcement, to _x000D_
target transnational criminal organizations (TCOs) involved in _x000D_
illicit travel, trade, and finance. HSI applies a full range of _x000D_
innovative investigative and enforcement techniques, including _x000D_
leading and participating in joint U.S.-Canadian task forces, _x000D_
undercover operations, controlled deliveries, asset _x000D_
identification and removal, confidential informants, and Title _x000D_
III electronic intercepts to identify and disrupt criminal _x000D_
operations. We have nearly 1,300 special agents and 100 _x000D_
intelligence research specialists operating along the Northern _x000D_
Border._x000D_
    In fiscal year (FY) 2014, HSI's seven Special Agent in _x000D_
Charge offices covering the Northern Border, often in joint or _x000D_
cooperative investigations with Federal, State, local, tribal, _x000D_
and Canadian law enforcement, seized more than $237 million in _x000D_
cash and monetary instruments, nearly 26,000 pounds of _x000D_
marijuana, 2,000 pounds of cocaine, 146 pounds of ecstasy, 719 _x000D_
pounds of heroin, 949 pounds of methamphetamine, nearly 1,400 _x000D_
weapons and firearms, over 55,000 rounds of ammunition, and _x000D_
about 8,400 weapon components. HSI Special Agents made over _x000D_
5,700 criminal arrests resulting in nearly 3,800 indictments _x000D_
and approximately 3,500 convictions. These statistics reflect _x000D_
the impact of our coordinated law enforcement investments and _x000D_
investigations along the Northern Border._x000D_
    Additionally, HSI maintains the largest investigative _x000D_
footprint of any U.S. law enforcement agency in Canada. HSI's _x000D_
four attache offices, located in Ottawa, Vancouver, Toronto, _x000D_
and Montreal, further enhance national security by serving as _x000D_
ICE's liaison to our interagency partners and our counterparts _x000D_
in local government and law enforcement._x000D_
    Our partnerships are essential to joint operations and _x000D_
information sharing along the Northern Border and beyond. One _x000D_
example is how HSI participates in the Federal Bureau of _x000D_
Investigations (FBI)-led Joint Terrorism Task Force. HSI brings _x000D_
its unique authorities and experience to the task force to help _x000D_
protect the homeland from threats to national security._x000D_
    HSI's flagship task force program, the Border Enforcement _x000D_
Security Task Force (BEST), was created in 2005 as a mechanism _x000D_
to address the threat of cross-border crime. In 2007, ICE began _x000D_
to deploy BEST units along the Northern Border. BEST provides a _x000D_
proven and flexible platform from which DHS investigates and _x000D_
targets transnational criminal organizations that attempt to _x000D_
exploit perceived vulnerabilities at our Nation's borders._x000D_
    BEST units differ from other task forces due to their _x000D_
proximity to the border and the program's focus on cross-border _x000D_
criminal activity. Currently, there are four BEST units _x000D_
operating along the Northern Border. One significant advantage _x000D_
of the BEST task force model is the participation and _x000D_
integration of foreign law enforcement personnel who have the _x000D_
ability to conduct cross-border investigations with HSI and our _x000D_
Federal, State, local, and tribal partners to address criminal _x000D_
activity on both sides of the border._x000D_
    One successful collaboration with our international law _x000D_
enforcement partners is Operation Primed, which is an HSI _x000D_
Buffalo investigation that targeted a cocaine-smuggling _x000D_
organization involved in the illicit movement of cocaine and _x000D_
bulk cash within Canada, the United States, and Mexico. _x000D_
Investigators estimated that this organization was responsible _x000D_
for the smuggling of approximately 1,600 kilograms of cocaine _x000D_
into Canada with a street value of over $60 million. Through _x000D_
successful collaboration with Canadian law enforcement, a high-_x000D_
level target was sentenced in May 2014 to 84 months of _x000D_
incarceration. This individual was arrested in September 2010 _x000D_
when attempting to export 97 kilograms of cocaine across the _x000D_
Lewiston Bridge Port of Entry from New York into Canada. The 97 _x000D_
kilograms of cocaine seizure is to this day the largest seizure _x000D_
in the history of the Port of Buffalo._x000D_
    In conclusion, ICE remains dedicated and committed to this _x000D_
mission, and we look forward to continuing to work with this _x000D_
Committee on these efforts._x000D_
    Thank you again for the opportunity to testify today, and I _x000D_
would be pleased to answer any questions."
2925471,2925470,2925472,19241,1,"    Thank you, Mr. Spero._x000D_
    I have been informed that Mr. Wagner does have an opening _x000D_
statement. Would you like to give that now, or would you like _x000D_
to wait until the very end?"
2925472,2925471,2925473,19241,1,    I thought I was off the hook.
2925473,2925472,2925474,19241,1,"    Oh, no. Would you like to give it now or _x000D_
would you like to----"
2925474,2925473,2925475,19241,1,    I will give it now if that is OK.
2925475,2925474,2925476,19241,1,"    OK, sure. Mr. Wagner._x000D_
_x000D_
  TESTIMONY OF JOHN WAGNER,\1\ DEPUTY ASSISTANT COMMISSIONER, _x000D_
OFFICE OF FIELD OPERATIONS, U."
