ID,Topic
1834,"Guantanamo Bay, U.S. Naval Base, closure of detention facilities"
1835,Christmas
1836,"Arab States of the Gulf, Cooperation Council for the (GCC)"
1837,"Defense Authorization Act for Fiscal Year 2010, National"
1838,"Research Council, National"
1839,Minnesota Democratic Party events
1840,Workers Memorial Day
1841,My Brother's Keeper Task Force
1842,"Small Business Association, National"
1843,Health and medical care Medicare and Medicaid
1844,"Defense Authorization Act for Fiscal Year 2008, National, delegation of certain authority"
1845,"Work and Family Month, National"
1846,"CVS Caremark Corp., decision not to sell tobacco products"
1847,"Asian Americans and Pacific Islanders, White House Initiative on"
1848,Asian Americans and Pacific Islanders
1849,White House Task Force on New Americans
1850,Security cooperation with U.S
1851,"Economy , national"
1852,"Jerusalem Embassy Act of 1995, suspension of limitation"
1853,BBC World News
1854,"Sierra Leone, President"
1855,"Young African Leaders Initiative, White House"
1856,"Atrocities Prevention Board, Interagency"
1857,Homeland Security Council
1858,Helsinki Human Rights Day
1859,"Seychelles, Generalized System of Preferences (GSP) program, U.S. termination of designation as beneficiary country"
1860,"Uruguay, Generalized System of Preferences (GSP) program, U.S. termination of designation as beneficiary country"
1861,"Venezuela, Generalized System of Preferences (GSP) program, U.S. termination of designation as beneficiary country"
1862,Gibraltar
1863,Turks and Caicos Islands
1864,Iran Blocking property of certain persons
1865,"Iowa, President's visit"
1866,Jordon
1867,Transatlantic Economic Council (TEC)
1868,""" Homeland Security, Department of"
1869,"Red Cross, American "
1870,"Academic calendar, proposed reforms"
1871,"Geithner, Carole"
1872,Congo
1873,"Letters, Messages"
1874,"""Don't ask, don't tell"" policy, repeal"
1875,Domestic Policy Council
1876,National Voter Registration Month
1877,National Charter Schools Week
1878,"Labor-Management Forums, revocation of Executive Order 13522 creating"
1879,"Farm Bureau Federation, American"
1880,Promise Zones initiative
1881,Trans-Pacific Partnership Agreement
1882,"Girls and Women in Sports Day, National"
1883,"Azerbaijan, nuclear security, strengthening efforts"
1884,"Financial Literacy Month, National"
1885,Government data and public information
1886,"Democracies, Community of, 10th anniversary"
